color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres_x,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget_x,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,budget_y,genres_y,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
Color,John Wells,175.0,101.0,53.0,580.0,Omar Sy,14000.0,13650738.0,Comedy|Drama,Bradley Cooper,Burnt,61360.0,16926.0,Riccardo Scamarcio,1.0,chef|gay kiss|michelin star|restaurant|violent behavior,http://www.imdb.com/title/tt2503944/?ref_=fn_tt_tt_1,129.0,English,USA,R,20000000.0,2015.0,1000.0,6.6,2.35,25000.0,20000000,"[{""id"": 18, ""name"": ""Drama""}]",http://burntmovie.com/,295964,"[{""id"": 212, ""name"": ""london england""}, {""id"": 1650, ""name"": ""cook""}, {""id"": 1946, ""name"": ""restaurant""}, {""id"": 2992, ""name"": ""diva""}, {""id"": 3658, ""name"": ""career""}, {""id"": 3914, ""name"": ""kitchen""}, {""id"": 11436, ""name"": ""redemption""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 18179, ""name"": ""drug addict""}, {""id"": 18293, ""name"": ""chef""}, {""id"": 223064, ""name"": ""come back""}]",en,Burnt,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",30.477114,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""PeaPie Films"", ""id"": 32243}, {""name"": ""3 Arts Entertainment"", ""id"": 36390}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-02 00:00:00,36606743,100.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Never underestimate a man with everything to lose.,Burnt,6.3,950
Color,Paul Thomas Anderson,401.0,148.0,0.0,175.0,Katherine Waterston,204.0,8093318.0,Comedy|Crime|Drama|Mystery|Romance,Martin Dew,Inherent Vice,61935.0,707.0,Serena Scott Thomas,0.0,1960s|based on novel|ex boyfriend ex girlfriend relationship|southern california|voice over narration,http://www.imdb.com/title/tt1791528/?ref_=fn_tt_tt_1,242.0,English,USA,R,20000000.0,2014.0,178.0,6.7,1.85,18000.0,20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",http://inherentvicemovie.com/,171274,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 11168, ""name"": ""private investigator""}, {""id"": 11492, ""name"": ""smoking marijuana""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 208992, ""name"": ""1960s""}]",en,Inherent Vice,"In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.",45.742217,"[{""name"": ""Ghoulardi Film Company"", ""id"": 178}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""IAC Films"", ""id"": 93105}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-25 00:00:00,11110975,148.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Under the paving stones, the beach!",Inherent Vice,6.5,833
Color,Alejandro Monteverde,45.0,106.0,38.0,975.0,Cary-Hiroyuki Tagawa,1000.0,6420319.0,Drama|War,Tom Wilkinson,Little Boy,15978.0,5705.0,Michael Rapaport,0.0,,http://www.imdb.com/title/tt1810683/?ref_=fn_tt_tt_1,122.0,English,Mexico,PG-13,20000000.0,2015.0,1000.0,7.4,2.35,15000.0,20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",http://www.littleboymovie.com/,256962,"[{""id"": 907, ""name"": ""japanese""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 10706, ""name"": ""spirituality""}]",en,Little Boy,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,12.232048,"[{""name"": ""Metanoia Films"", ""id"": 7075}, {""name"": ""Santa F\u00e9 Films"", ""id"": 90508}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-23 00:00:00,6420319,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Believe the impossible.,Little Boy,7.0,185
Color,J.C. Chandor,350.0,125.0,78.0,745.0,Ashley Williams,1000.0,5749134.0,Action|Crime|Drama|Thriller,David Oyelowo,A Most Violent Year,45799.0,3979.0,Albert Brooks,0.0,american dream|immigrant|new york city|oil|violence,http://www.imdb.com/title/tt2937898/?ref_=fn_tt_tt_1,180.0,English,USA,R,20000000.0,2014.0,969.0,7.0,2.35,0.0,20000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://amostviolentyear.com/,241239,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 2355, ""name"": ""american dream""}, {""id"": 2356, ""name"": ""immigrant""}, {""id"": 7337, ""name"": ""business ethics""}, {""id"": 9276, ""name"": ""truck""}, {""id"": 10590, ""name"": ""oil""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 166631, ""name"": ""loan shark""}, {""id"": 168948, ""name"": ""coat""}, {""id"": 189102, ""name"": ""tunnel""}, {""id"": 208289, ""name"": ""1980s""}, {""id"": 235729, ""name"": ""husband wife relationship""}, {""id"": 238182, ""name"": ""truck hijacking""}, {""id"": 238183, ""name"": ""bank loan""}]",en,A Most Violent Year,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.",37.629309,"[{""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""Before the Door Pictures"", ""id"": 14861}, {""name"": ""Washington Square Films"", ""id"": 14862}, {""name"": ""A24"", ""id"": 41077}, {""name"": ""Old Bull Pictures"", ""id"": 53656}]","[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-30 00:00:00,12007070,125.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The result is never in question. Just the path you take to get there.,A Most Violent Year,6.5,546
Color,Angelina Jolie Pitt,131.0,122.0,11000.0,188.0,Angelina Jolie Pitt,11000.0,531009.0,Drama|Romance,Brad Pitt,By the Sea,7976.0,22319.0,Melvil Poupaud,0.0,cheating wife|cigarette smoking|male in shower|male nudity|male rear nudity,http://www.imdb.com/title/tt3707106/?ref_=fn_tt_tt_1,61.0,English,USA,R,10000000.0,2015.0,11000.0,5.3,2.35,0.0,10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,314385,"[{""id"": 254, ""name"": ""france""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 9872, ""name"": ""grief""}, {""id"": 9935, ""name"": ""travel""}, {""id"": 156455, ""name"": ""unhappiness""}, {""id"": 166113, ""name"": ""marriage problems""}, {""id"": 187056, ""name"": ""woman director""}]",en,By the Sea,"Set in France during the mid-1970s, Vanessa, a former dancer, and her husband Roland, an American writer, travel the country together. They seem to be growing apart, but when they linger in one quiet, seaside town they begin to draw close to some of its more vibrant inhabitants, such as a local bar/café-keeper and a hotel owner.",11.267676,"[{""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Jolie Pas"", ""id"": 39443}, {""name"": ""Pellikola"", ""id"": 73249}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-12 00:00:00,3727746,122.0,"[{""iso_639_1"": ""uk"", ""name"": ""\u0423\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,,By the Sea,5.4,156
Color,Alejandro Amenábar,140.0,106.0,448.0,648.0,Aaron Ashmore,9000.0,54734.0,Crime|Drama|Mystery|Thriller,Emma Watson,Regression,20821.0,10982.0,Julian Richings,1.0,inspired by true events|memory|minnesota|police|year 1990,http://www.imdb.com/title/tt3319920/?ref_=fn_tt_tt_1,62.0,English,Spain,R,,2015.0,750.0,5.7,2.35,0.0,0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,241257,"[{""id"": 5340, ""name"": ""investigation""}, {""id"": 11469, ""name"": ""memory loss""}]",en,Regression,"Minnesota, 1990. Detective Bruce Kenner investigates the case of young Angela, who accuses her father, John Gray, of an unspeakable crime. When John unexpectedly and without recollection admits guilt, renowned psychologist Dr. Raines is brought in to help him relive his memories and what they discover unmasks a horrifying nationwide mystery.",27.215666,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Himen\u00f3ptero"", ""id"": 784}, {""name"": ""First Generation Films"", ""id"": 4908}, {""name"": ""Mod Producciones"", ""id"": 5444}, {""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""Telef\u00f3nica Studios"", ""id"": 29564}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2015-10-01 00:00:00,17671101,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fear always finds its victim,Regression,5.3,585
Color,Gnana Rajasekaran,2.0,153.0,0.0,7.0,Michael Lieber,109.0,,Biography|Drama|History,Mani Bharathi,Ramanujan,102.0,164.0,Kevin McGowan,0.0,ramanujan,http://www.imdb.com/title/tt3037162/?ref_=fn_tt_tt_1,1.0,English,India,,,2014.0,36.0,7.0,2.35,58.0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,280871,"[{""id"": 2303, ""name"": ""mathematician""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 228041, ""name"": ""prodigy""}, {""id"": 230112, ""name"": ""ramanujam""}, {""id"": 230113, ""name"": ""math genius""}]",ta,ராமானுஜன்,A prodigious Indian mathematician has to overcome poverty and prejudices and make a mark with the help of his British mentor.,0.416179,"[{""name"": ""Camphor Cinema"", ""id"": 82667}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",2014-07-11 00:00:00,0,170.0,"[{""iso_639_1"": ""ta"", ""name"": ""\u0ba4\u0bae\u0bbf\u0bb4\u0bcd""}]",Released,,Ramanujan,5.0,3
Color,Jonathan Jakubowicz,,105.0,23.0,897.0,Jurnee Smollett-Bell,22000.0,,Action|Biography|Drama|Sport,Robert De Niro,Hands of Stone,178.0,27425.0,Edgar Ramírez,0.0,boxer|boxing|three word title,http://www.imdb.com/title/tt1781827/?ref_=fn_tt_tt_1,1.0,English,Panama,R,20000000.0,2016.0,2000.0,7.2,,0.0,20000000,"[{""id"": 18, ""name"": ""Drama""}]",,184341,[],en,Hands of Stone,The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,7.444189,"[{""name"": ""Weinstein Company, The"", ""id"": 7289}, {""name"": ""La Piedra Films"", ""id"": 52064}, {""name"": ""Fuego Films"", ""id"": 52065}, {""name"": ""Epicentral Studios"", ""id"": 52066}]","[{""iso_3166_1"": ""PA"", ""name"": ""Panama""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-08-26 00:00:00,0,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,No más. No surrender.,Hands of Stone,6.1,109
Color,James McTeigue,64.0,96.0,160.0,889.0,Roger Rees,14000.0,,Action|Crime|Thriller,Milla Jovovich,Survivor,21833.0,17957.0,Robert Forster,2.0,cigarette lighter|death|fire|on the run|terrorist,http://www.imdb.com/title/tt3247714/?ref_=fn_tt_tt_1,101.0,English,USA,PG-13,20000000.0,2015.0,1000.0,5.6,2.35,0.0,20000000,"[{""id"": 53, ""name"": ""Thriller""}]",http://survivormovie.com/,334074,"[{""id"": 613, ""name"": ""new year's eve""}, {""id"": 657, ""name"": ""fire""}, {""id"": 797, ""name"": ""showdown""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 4123, ""name"": ""embassy""}, {""id"": 4709, ""name"": ""hand grenade""}, {""id"": 9276, ""name"": ""truck""}, {""id"": 10124, ""name"": ""laboratory""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 34079, ""name"": ""death""}, {""id"": 159841, ""name"": ""cigarette lighter""}, {""id"": 175023, ""name"": ""microscope""}, {""id"": 215163, ""name"": ""hazmat suit""}]",en,Survivor,"A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York, but is forced to go on the run when she is framed for crimes she did not commit.",33.625477000000004,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Winkler Films"", ""id"": 8880}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Survivor Productions"", ""id"": 54409}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-05-21 00:00:00,0,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,His Next Target is Now Hunting Him,Survivor,5.4,404
Color,Rob Hawk,6.0,90.0,97.0,319.0,Erin O'Brien,731.0,,Action|Drama,Kari J. Kramer,Fight Valley,60.0,2374.0,Cabrina Collesides,4.0,,http://www.imdb.com/title/tt4280822/?ref_=fn_tt_tt_1,6.0,English,USA,,27000000.0,2016.0,634.0,5.0,,1000.0,27000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",http://www.fightvalley.com/,385383,"[{""id"": 586, ""name"": ""new jersey""}, {""id"": 779, ""name"": ""martial arts""}, {""id"": 5923, ""name"": ""sister""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9917, ""name"": ""mixed martial arts""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 17977, ""name"": ""underground fighting""}, {""id"": 33610, ""name"": ""gym""}, {""id"": 205851, ""name"": ""ultimate fighting championship""}]",en,Fight Valley,"When Tory Coro turns up dead, the neighborhood turns up silent. Rumor has it she became yet another victim of the small town known as FIGHT VALLEY. Tory's sister Windsor moves to town to begin her own investigation on her sister's mysterious death after weeks of no leads from the police. She's quick to learn that Tory fought for money to make ends meet. If girl-next-door Windsor is going to make her way into FIGHT VALLEY to find the truth about Tory, she's going to have to fight her way in. ""Jabs"" (Miesha Tate) swore she would never throw a punch in the Valley again. Jabs now finds herself training Windsor to survive the painful, unexpected path she's about to take. Every corner. Every alley. Every doorway. She must follow the last footsteps of her sister in order to come face-to-face with Tory's killer in FIGHT VALLEY.",1.224105,"[{""name"": ""Cinestyle Media Group"", ""id"": 74413}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-07-22 00:00:00,0,90.0,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One way in. No way out.,Fight Valley,3.9,8
Color,James Schamus,63.0,110.0,44.0,85.0,Sarah Gadon,8000.0,560512.0,Drama,Logan Lerman,Indignation,550.0,8972.0,Tracy Letts,0.0,based on novel,http://www.imdb.com/title/tt4193394/?ref_=fn_tt_tt_1,3.0,Hebrew,USA,R,,2016.0,691.0,7.8,2.0,599.0,0,"[{""id"": 18, ""name"": ""Drama""}]",,340611,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2315, ""name"": ""jewish life""}, {""id"": 2494, ""name"": ""ohio""}, {""id"": 208611, ""name"": ""1950s""}]",en,Indignation,"In 1951, Marcus Messner, a working-class Jewish student from New Jersey, attends a small Ohio college, where he struggles with anti-Semitism, sexual repression, and the ongoing Korean War.",5.625989,"[{""name"": ""Likely Story"", ""id"": 1785}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-07-29 00:00:00,0,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Based on the novel by Philip Roth.,Indignation,6.8,69
Color,Nicholas Stoller,351.0,97.0,89.0,329.0,Carla Gallo,920.0,150056505.0,Comedy,Craig Roberts,Neighbors,216581.0,2771.0,Ike Barinholtz,3.0,broken leg|friendship|jewish|topless female nudity|urination,http://www.imdb.com/title/tt2004420/?ref_=fn_tt_tt_1,397.0,English,USA,R,18000000.0,2014.0,798.0,6.4,2.35,21000.0,18000000,"[{""id"": 35, ""name"": ""Comedy""}]",,195589,"[{""id"": 567, ""name"": ""alcohol""}, {""id"": 1009, ""name"": ""baby""}, {""id"": 8508, ""name"": ""party""}, {""id"": 18035, ""name"": ""family""}, {""id"": 157632, ""name"": ""fraternity""}, {""id"": 171400, ""name"": ""fraternity house""}, {""id"": 183896, ""name"": ""neighbor neighbor relationship""}, {""id"": 193674, ""name"": ""bathroom humor""}]",en,Neighbors,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,36.471231,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Point Grey Pictures"", ""id"": 16615}, {""name"": ""Good Universe"", ""id"": 17393}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-05-08 00:00:00,268157400,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Family vs. Frat,Neighbors,6.2,2713
Color,Kirk Jones,156.0,94.0,52.0,261.0,Louis Mandylor,567.0,59573085.0,Comedy|Family|Romance,Nia Vardalos,My Big Fat Greek Wedding 2,13562.0,2259.0,Joey Fatone,10.0,family restaurant|greek|remarriage|suburb|wedding,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,103.0,English,USA,PG-13,18000000.0,2016.0,312.0,6.1,2.35,19000.0,18000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,302688,"[{""id"": 10267, ""name"": ""comedy""}, {""id"": 13027, ""name"": ""wedding""}]",en,My Big Fat Greek Wedding 2,"The continuing adventures of the Portokalos family. A follow-up to the 2002 comedy, ""My Big Fat Greek Wedding.""",16.027955,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Playtone"", ""id"": 4171}, {""name"": ""HBO Films"", ""id"": 7429}, {""name"": ""Gold Circle Films"", ""id"": 12026}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-03-23 00:00:00,88923251,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,People change. Greeks don't.,My Big Fat Greek Wedding 2,5.5,322
Color,Jessie Nelson,97.0,107.0,24.0,85.0,Alex Borstein,10000.0,26284475.0,Comedy,Olivia Wilde,Love the Coopers,9051.0,10691.0,Timothée Chalamet,13.0,christmas|family dinner|husband wife conflict|husband wife kiss|large family,http://www.imdb.com/title/tt2279339/?ref_=fn_tt_tt_1,68.0,English,USA,PG-13,17000000.0,2015.0,566.0,5.7,2.35,0.0,17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.cbsfilms.com/love-the-coopers/,333348,"[{""id"": 4498, ""name"": ""big family""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 18035, ""name"": ""family""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 207317, ""name"": ""christmas""}]",en,Love the Coopers,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",9.191187,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Groundswell Productions"", ""id"": 4205}, {""name"": ""CBS Films"", ""id"": 5490}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-12 00:00:00,24000000,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Christmas means comfort, joy and chaos.",Love the Coopers,5.4,167
Color,Danny Boyle,412.0,122.0,0.0,816.0,Michael Fassbender,14000.0,17750583.0,Biography|Drama,Kate Winslet,Steve Jobs,93548.0,28933.0,Michael Stuhlbarg,0.0,apple computer|box office flop|computer|dialogue driven|father daughter relationship,http://www.imdb.com/title/tt2080374/?ref_=fn_tt_tt_1,307.0,English,UK,R,30000000.0,2015.0,13000.0,7.2,2.35,23000.0,30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",http://www.stevejobsthefilm.com,321697,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 157935, ""name"": ""apple computer""}, {""id"": 161160, ""name"": ""steve jobs""}, {""id"": 185722, ""name"": ""based on true events""}]",en,Steve Jobs,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.",53.670525,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""The Mark Gordon Company"", ""id"": 1557}, {""name"": ""Management 360"", ""id"": 4220}, {""name"": ""Cloud Eight Films"", ""id"": 6708}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-09 00:00:00,34441873,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Can a great man be a good man?,Steve Jobs,6.8,1573
Color,Rob Reiner,107.0,94.0,0.0,197.0,Annie Parisse,712.0,15155772.0,Comedy|Drama|Romance,Yaya DaCosta,And So It Goes,8895.0,1673.0,Frankie Valli,2.0,four word title|grandparent grandchild relationship|reference to facebook|reference to the internet|singer,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,48.0,English,USA,PG-13,18000000.0,2014.0,341.0,5.7,2.35,3000.0,18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,253235,"[{""id"": 2971, ""name"": ""grandfather granddaughter relationship""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 10910, ""name"": ""wealthy""}, {""id"": 172971, ""name"": ""elderly""}, {""id"": 193049, ""name"": ""estrangement""}]",en,And So It Goes,A self-centered realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,9.633711,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Envision Entertainment"", ""id"": 31832}, {""name"": ""ASIG Productions"", ""id"": 32245}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-07-20 00:00:00,25312387,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,And So It Goes,5.7,164
Color,Jeff Nichols,263.0,112.0,337.0,201.0,Sam Shepard,4000.0,3707794.0,Adventure|Drama|Sci-Fi|Thriller,Kirsten Dunst,Midnight Special,31359.0,5671.0,Paul Sparks,0.0,cult|father son relationship|gas station|on the run|supernatural ability,http://www.imdb.com/title/tt2649554/?ref_=fn_tt_tt_1,156.0,English,Greece,PG-13,18000000.0,2016.0,820.0,6.7,2.35,0.0,18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.midnightspecialmovie.com/,245703,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 170865, ""name"": ""child kidnapping""}, {""id"": 173177, ""name"": ""religious sect""}, {""id"": 226471, ""name"": ""goggles""}]",en,Midnight Special,A father and son go on the run after the dad learns his child possesses special powers.,32.717853000000005,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Faliro House Productions"", ""id"": 19246}, {""name"": ""Tri-State Pictures"", ""id"": 50914}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-02-18 00:00:00,6212282,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He's not like us.,Midnight Special,6.2,694
Color,Zack Ward,15.0,92.0,662.0,161.0,Anna Harr,662.0,,Horror,Zack Ward,Restoration,436.0,1498.0,James Cullen Bressack,0.0,,http://www.imdb.com/title/tt4517738/?ref_=fn_tt_tt_1,6.0,English,USA,,,2016.0,290.0,4.0,,378.0,0,"[{""id"": 27, ""name"": ""Horror""}]",,396152,[],en,Restoration,"During home renovations, a young couple release a fiery spirit seeking retribution. To save themselves and set the spirit free, they must uncover the dire truth. But nothing is as simple as it seems...",2.525569,[],[],2016-05-03 00:00:00,0,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Restoration,5.3,11
Color,Chuck Russell,23.0,92.0,55.0,757.0,Rebecca De Mornay,1000.0,,Action|Crime|Drama|Thriller,Sam Trammell,I Am Wrath,4510.0,3212.0,Amanda Schull,1.0,conspiracy|female scientist|mugging|police detective|tattoo,http://www.imdb.com/title/tt3212232/?ref_=fn_tt_tt_1,50.0,English,USA,R,18000000.0,2016.0,872.0,5.2,,0.0,18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,332411,"[{""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 11734, ""name"": ""police corruption""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 156024, ""name"": ""corrupt politician""}, {""id"": 189368, ""name"": ""barber""}, {""id"": 226268, ""name"": ""governer""}]",en,I Am Wrath,A man is out for justice after a group of corrupt police officers are unable to catch his wife's killer.,10.144222,"[{""name"": ""Patriot Pictures"", ""id"": 2373}, {""name"": ""Vallelonga Productions"", ""id"": 3084}, {""name"": ""Vengeance is Mine Productions"", ""id"": 73316}, {""name"": ""Hannibal Classics"", ""id"": 76777}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-04-14 00:00:00,0,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,I lay my vengeance upon them.,I Am Wrath,4.5,179
