,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
1680,30000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}]",http://www.savvafilm.com/,367961,"[{""id"": 5331, ""name"": ""village""}, {""id"": 13031, ""name"": ""creature""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 18136, ""name"": ""hyena""}]",ru,Савва. Сердце воина,A fairytale about a grand life journey of a 10-year old boy Savva devoted to help his Mom and fellow village people to break free from the vicious hyenas.,2.625594,"[{""name"": ""Art Pictures Studio"", ""id"": 3451}]","[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}]",2015-11-12 00:00:00,0,85.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,You need only wish with all of your heart!,Savva. Heart of the Warrior,6.4,7
1682,19000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.sausagepartymovie.com,223702,"[{""id"": 1545, ""name"": ""supermarket""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9956, ""name"": ""sausage""}, {""id"": 10637, ""name"": ""food""}, {""id"": 11500, ""name"": ""anthropomorphism""}, {""id"": 18049, ""name"": ""sex scene""}, {""id"": 155707, ""name"": ""musical number""}, {""id"": 161919, ""name"": ""adult animation""}, {""id"": 168867, ""name"": ""grocery store""}, {""id"": 228646, ""name"": ""gum""}]",en,Sausage Party,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.",66.242737,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}, {""name"": ""Sony Pictures Entertainment"", ""id"": 5752}, {""name"": ""Annapurna Pictures"", ""id"": 13184}, {""name"": ""Point Grey Pictures"", ""id"": 16615}, {""name"": ""Nitrogen Studios Canada"", ""id"": 46875}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-07-11 00:00:00,140752617,83.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Always use condiments,Sausage Party,5.6,2238
1683,29000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",,254470,"[{""id"": 6027, ""name"": ""music""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10229, ""name"": ""singer""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 33928, ""name"": ""audition""}, {""id"": 155939, ""name"": ""group of friends""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 186120, ""name"": ""singing competition""}, {""id"": 186136, ""name"": ""female musician""}, {""id"": 186147, ""name"": ""singing contest""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 209838, ""name"": ""acapella""}]",en,Pitch Perfect 2,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",71.496894,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Gold Circle Films"", ""id"": 12026}, {""name"": ""Brownstone Productions"", ""id"": 12365}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-05-07 00:00:00,287506194,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,We're back pitches,Pitch Perfect 2,6.8,1940
1690,29000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.thebossfilm.com/,323676,"[{""id"": 4021, ""name"": ""business woman""}, {""id"": 156121, ""name"": ""ex-con""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 209788, ""name"": ""girl scouts""}]",en,The Boss,"A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",20.55509,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-04-07 00:00:00,78636257,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Watch your assets,The Boss,5.5,431
1696,28000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",http://www.straightouttacompton.com/,277216,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 740, ""name"": ""aids""}, {""id"": 796, ""name"": ""police brutality""}, {""id"": 897, ""name"": ""rap music""}, {""id"": 898, ""name"": ""hip-hop""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 2016, ""name"": ""vandalism""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2930, ""name"": ""freedom of speech""}, {""id"": 4108, ""name"": ""protest""}, {""id"": 4562, ""name"": ""rapper""}, {""id"": 4741, ""name"": ""recording contract""}, {""id"": 5626, ""name"": ""from rags to riches""}, {""id"": 6093, ""name"": ""assault""}, {""id"": 6564, ""name"": ""terminal illness""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9932, ""name"": ""feud""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 156158, ""name"": ""racial slur""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 158111, ""name"": ""no opening credits""}, {""id"": 160497, ""name"": ""wrongful arrest""}, {""id"": 163764, ""name"": ""death of brother""}, {""id"": 169213, ""name"": ""milwaukee wisconsin""}, {""id"": 169590, ""name"": ""police raid""}, {""id"": 178036, ""name"": ""police harassment""}, {""id"": 178929, ""name"": ""detroit michigan""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187903, ""name"": ""gangster rap""}, {""id"": 195162, ""name"": ""record company""}, {""id"": 208289, ""name"": ""1980s""}, {""id"": 217467, ""name"": ""music tour""}, {""id"": 217469, ""name"": ""reference to rodney king""}, {""id"": 217474, ""name"": ""intimidation by police""}, {""id"": 217475, ""name"": ""los angeles riots""}, {""id"": 217482, ""name"": ""compton california""}]",en,Straight Outta Compton,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",61.762330000000006,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Cube Vision"", ""id"": 2780}, {""name"": ""Broken Chair Flickz"", ""id"": 63924}, {""name"": ""Crucial Films"", ""id"": 63925}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-13 00:00:00,201634991,147.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Story of N.W.A.,Straight Outta Compton,7.7,1355
1700,29000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.florencefosterjenkinsmovie.com/,315664,"[{""id"": 2199, ""name"": ""opera""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 235768, ""name"": ""singing false""}]",en,Florence Foster Jenkins,"The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice.",19.237254,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Qwerty Films"", ""id"": 892}, {""name"": ""Path\u00e9"", ""id"": 7981}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-06 00:00:00,48902953,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"People may say I couldn't sing, but no one can say I didn't sing",Florence Foster Jenkins,6.6,392
1704,28000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.thebigshortmovie.com/,318846,"[{""id"": 974, ""name"": ""bank""}, {""id"": 4373, ""name"": ""fraud""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5636, ""name"": ""wall street""}, {""id"": 6118, ""name"": ""finances""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 11321, ""name"": ""animated sequence""}, {""id"": 11687, ""name"": ""breaking the fourth wall""}, {""id"": 18040, ""name"": ""loan""}, {""id"": 165193, ""name"": ""financial crisis""}, {""id"": 179867, ""name"": ""real estate""}, {""id"": 188072, ""name"": ""mortgage""}]",en,The Big Short,The men who made millions from a global economic meltdown.,57.518471999999996,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Regency Enterprises"", ""id"": 508}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-12-11 00:00:00,133346506,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This is a true story.,The Big Short,7.3,2607
1723,28000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",http://movies.disney.com/alexander-and-the-terrible-horrible-no-good-very-bad-day/,218778,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 3489, ""name"": ""job interview""}, {""id"": 4671, ""name"": ""bad luck""}, {""id"": 4896, ""name"": ""wish""}, {""id"": 15068, ""name"": ""one day""}, {""id"": 15101, ""name"": ""based on children's book""}, {""id"": 206741, ""name"": ""driver's test""}]",en,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day.",22.14595,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}, {""name"": ""Jim Henson Company, The"", ""id"": 6254}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-08 00:00:00,100654149,81.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One day can change everything.,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,493
1727,28000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",,192102,"[{""id"": 4948, ""name"": ""retirement""}, {""id"": 41249, ""name"": ""secret service""}, {""id"": 156117, ""name"": ""illegal drugs""}]",en,3 Days to Kill,"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.",41.638961,"[{""name"": ""Wonderland Sound and Vision"", ""id"": 4022}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""3DTK"", ""id"": 22947}, {""name"": ""Feelgood Entertainment"", ""id"": 22948}, {""name"": ""Paradise/MGN"", ""id"": 22949}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-02-14 00:00:00,52597999,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,3 Days to Kill,6.0,883
1736,28000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.ourbrandiscrisismovie.com/,10317,"[{""id"": 3228, ""name"": ""bolivia""}, {""id"": 15184, ""name"": ""woman""}, {""id"": 18075, ""name"": ""political campaign""}, {""id"": 18266, ""name"": ""south america""}, {""id"": 238222, ""name"": ""year 2002""}]",en,Our Brand Is Crisis,"A feature film based on the documentary ""Our Brand Is Crisis"", which focuses on the use of American political campaign strategies in South America.",12.921594,"[{""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-11 00:00:00,7002261,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,May the best campaign win.,Our Brand Is Crisis,5.8,195
1737,28000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",https://www.facebook.com/PPZMovie,58431,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9390, ""name"": ""shaolin""}, {""id"": 10360, ""name"": ""prejudice""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 156501, ""name"": ""pride""}, {""id"": 157286, ""name"": ""golddigger""}, {""id"": 210085, ""name"": ""regency period""}, {""id"": 222512, ""name"": ""parson""}, {""id"": 222513, ""name"": ""mashup""}]",en,Pride and Prejudice and Zombies,"A zombie outbreak has fallen upon the land in this reimagining of Jane Austen’s classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet (Lily James) is a master of martial arts and weaponry and the handsome Mr. Darcy (Sam Riley) is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.",28.397047999999998,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Handsomecharlie Films"", ""id"": 8873}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Darko Entertainment"", ""id"": 12622}, {""name"": ""Panorama Media"", ""id"": 13395}, {""name"": ""QC Entertainment"", ""id"": 72725}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-02-04 00:00:00,16374328,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Bloody lovely.,Pride and Prejudice and Zombies,5.5,640
1742,28000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",,254473,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 1815, ""name"": ""atomic bomb""}, {""id"": 2394, ""name"": ""ghetto""}, {""id"": 6955, ""name"": ""parkour""}, {""id"": 8233, ""name"": ""cops""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 11199, ""name"": ""undercover cop""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 33396, ""name"": ""remake of french film""}]",en,Brick Mansions,"In a dystopian Detroit, grand houses that once housed the wealthy are now homes of the city's most-dangerous criminals. Surrounding the area is a giant wall to keep the rest of Detroit safe. For undercover cop Damien Collier, every day is a battle against corruption as he struggles to bring his father's killer, Tremaine, to justice. Meanwhile, Damien and an ex-con named Lino work together to save the city from a plot to destroy it.",25.520976,"[{""name"": ""Canal+"", ""id"": 5358}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Cin\u00e9+"", ""id"": 23616}, {""name"": ""D8"", ""id"": 32999}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2014-04-22 00:00:00,68896829,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Undercover and never Outgunned,Brick Mansions,5.7,615
1770,27000000,"[{""id"": 53, ""name"": ""Thriller""}]",,303858,"[{""id"": 258, ""name"": ""bomb""}, {""id"": 1589, ""name"": ""sniper""}, {""id"": 2571, ""name"": ""tv show""}, {""id"": 3051, ""name"": ""hostage drama""}, {""id"": 6149, ""name"": ""police""}, {""id"": 7188, ""name"": ""hostage-taking""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 177493, ""name"": ""stock market""}, {""id"": 181320, ""name"": ""stock fraud""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 214499, ""name"": ""tv studio""}]",en,Money Monster,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,38.279458,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Sony Pictures Releasing"", ""id"": 3045}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""Allegiance Theater"", ""id"": 54454}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-12 00:00:00,93282604,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Not every conspiracy is a theory.,Money Monster,6.5,1068
1781,28000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,169917,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 11168, ""name"": ""private investigator""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 167580, ""name"": ""kingpin""}, {""id"": 199073, ""name"": ""wife murder""}, {""id"": 207847, ""name"": ""matt scudder""}]",en,A Walk Among the Tombstones,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,61.309619,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""1984 Private Defense Contractors"", ""id"": 8532}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Traveling Picture Show Company (TPSC)"", ""id"": 39043}, {""name"": ""Free State Pictures"", ""id"": 40106}, {""name"": ""Da Vinci Media Ventures"", ""id"": 40107}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-09-18 00:00:00,53181600,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some people are afraid of all the wrong things,A Walk Among the Tombstones,6.2,1131
1806,26000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",,316002,"[{""id"": 2864, ""name"": ""one-night stand""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 223162, ""name"": ""accidental love""}]",en,Accidental Love,"A small town waitress gets a nail accidentally lodged in her head causing unpredictable behavior that leads her to Washington, DC.  Sparks fly when she meets a clueless young senator who takes up her cause - but what happens when love interferes with what you stand for?",5.644844,"[{""name"": ""K. JAM Media"", ""id"": 17888}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-10 00:00:00,0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sometimes you nail love. Sometimes it nails you.,Accidental Love,3.9,95
1808,26000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",http://selflessmovie.tumblr.com/,238615,"[{""id"": 2251, ""name"": ""lie""}, {""id"": 4978, ""name"": ""immortality""}, {""id"": 6564, ""name"": ""terminal illness""}, {""id"": 10124, ""name"": ""laboratory""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 33721, ""name"": ""body-swap""}, {""id"": 34079, ""name"": ""death""}, {""id"": 34143, ""name"": ""rich""}, {""id"": 187008, ""name"": ""false memory""}, {""id"": 189748, ""name"": ""soul transference""}, {""id"": 196682, ""name"": ""rich man""}, {""id"": 205852, ""name"": ""mind transfer""}, {""id"": 218102, ""name"": ""host body""}, {""id"": 218105, ""name"": ""body snatching""}, {""id"": 227385, ""name"": ""eternal""}]",en,Self/less,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,66.097437,"[{""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""Ram Bergman Productions"", ""id"": 11092}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-07-10 00:00:00,30523226,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,God Created Man. Man Created Immortality.,Self/less,6.3,1091
1816,26000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,239571,"[{""id"": 161272, ""name"": ""high school sweetheart""}]",en,The Best of Me,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,33.93914,"[{""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-16 00:00:00,35926213,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You never forget your first love.,The Best of Me,7.2,765
1822,26000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 14, ""name"": ""Fantasy""}]",,208763,"[{""id"": 1299, ""name"": ""monster""}, {""id"": 2795, ""name"": ""mystic""}, {""id"": 14765, ""name"": ""church""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 40931, ""name"": ""witchcraft""}, {""id"": 156810, ""name"": ""science""}, {""id"": 177895, ""name"": ""dark fantasy""}, {""id"": 209714, ""name"": ""3d""}]",ru,Viy,"Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains, he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world.",7.182761,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Ankor-Film"", ""id"": 21450}]","[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""UA"", ""name"": ""Ukraine""}]",2014-01-30 00:00:00,0,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,The truth is in you,Forbidden Kingdom,4.9,71
1824,0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",,254024,"[{""id"": 161982, ""name"": ""murder investigation""}]",en,The Face of an Angel,Both a journalist and a documentary filmmaker chase the story of a murder and its prime suspect.,7.336256,"[{""name"": ""Revolution Films"", ""id"": 163}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Cattleya"", ""id"": 10102}, {""name"": ""Vedette Finance"", ""id"": 34381}, {""name"": ""Multitrade"", ""id"": 48197}, {""name"": ""Ypsilon Films"", ""id"": 53326}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-09-06 00:00:00,0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"Forget the truth, find the story.",The Face of an Angel,4.7,64
1830,25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",,168530,"[{""id"": 4668, ""name"": ""police operation""}, {""id"": 15090, ""name"": ""police officer""}, {""id"": 164677, ""name"": ""brother-in-law brother-in-law relationship""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 179450, ""name"": ""black men""}]",en,Ride Along,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.",28.468000000000004,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Rainforest Films"", ""id"": 1309}, {""name"": ""Cube Vision"", ""id"": 2780}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-01-07 00:00:00,153997819,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Propose to this cop's sister? Rookie mistake.,Ride Along,6.1,853
1863,25000000,"[{""id"": 18, ""name"": ""Drama""}]",http://movies.disney.com/million-dollar-arm,198185,"[{""id"": 1480, ""name"": ""baseball""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Million Dollar Arm,"In a last-ditch effort to save his career, sports agent JB Bernstein (Jon Hamm) dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.",17.312433,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-05-09 00:00:00,38307627,124.0,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Sometimes to win, sometimes you have to change the game",Million Dollar Arm,6.6,259
1864,25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://thegiverfilm.com/,227156,"[{""id"": 4565, ""name"": ""dystopia""}, {""id"": 12999, ""name"": ""black and white""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,The Giver,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",53.811461,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Tonik Productions"", ""id"": 17145}, {""name"": ""Asis Productions"", ""id"": 53464}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-11 00:00:00,66980456,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Search for truth. Find freedom.,The Giver,6.4,1798
