,vote_count,id,revenue,actor_2_facebook_likes,movie_facebook_likes,aspect_ratio,imdb_score,budget,title_year,num_user_for_reviews,runtime,popularity,facenumber_in_poster,actor_1_facebook_likes,num_voted_users,num_critic_for_reviews,duration,gross,director_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,vote_average,production_companies,release_date,title,spoken_languages,production_countries,overview,color,original_language,keywords,content_rating,country,language,movie_imdb_link,plot_keywords,actor_3_name,movie_title,actor_1_name,actor_2_name,director_name,original_title,genres,original_language_le,original_language_en,has_homepage,has_tagline,tagline_word_count,release_weekday,release_month,release_year,keywords_count,production_companies_count,production_countries_count,spoken_languages_count
175,259,198185,38307627,774.0,10000.0,2.39,7.0,25000000.0,2014.0,96.0,124.0,17.312433,0.0,4000.0,35833.0,151.0,124.0,36447959.0,44.0,367.0,6393.0,6.6,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",2014-05-09,Million Dollar Arm,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","In a last-ditch effort to save his career, sports agent JB Bernstein (Jon Hamm) dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.",Color,en,"[{""id"": 1480, ""name"": ""baseball""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",PG,USA,English,http://www.imdb.com/title/tt1647668/?ref_=fn_tt_tt_1,baseball|based on true story|india|sports agent|training,Gregory Alan Williams,Million Dollar Arm,Jon Hamm,Suraj Sharma,Craig Gillespie,Million Dollar Arm,Biography|Drama|Sport,3,1,1,1,10.0,4,5,2014,3,1,1,2
176,1798,227156,66980456,11000.0,58000.0,2.35,6.5,25000000.0,2014.0,260.0,94.0,53.811461,3.0,12000.0,86251.0,198.0,97.0,45089048.0,176.0,10000.0,36064.0,6.4,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Tonik Productions"", ""id"": 17145}, {""name"": ""Asis Productions"", ""id"": 53464}]",2014-08-11,The Giver,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.", Black and White,en,"[{""id"": 4565, ""name"": ""dystopia""}, {""id"": 12999, ""name"": ""black and white""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",PG-13,South Africa,English,http://www.imdb.com/title/tt0435651/?ref_=fn_tt_tt_1,black and white segues into color|color|community|dystopia|infanticide,Alexander Skarsgård,The Giver,Jeff Bridges,Meryl Streep,Phillip Noyce,The Giver,Drama|Romance|Sci-Fi,3,1,1,1,5.0,0,8,2014,3,4,1,1
177,973,276907,42972994,154.0,43000.0,2.35,7.0,30000000.0,2015.0,174.0,131.0,32.854557,2.0,27000.0,87682.0,260.0,132.0,1865774.0,241.0,151.0,27659.0,6.7,"[{""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}]",2015-09-09,Legend,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]","Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",Color,en,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 15016, ""name"": ""twins""}]",R,UK,English,http://www.imdb.com/title/tt3569230/?ref_=fn_tt_tt_1,1960s|based on a true story|gangster|identical twins|murder,Tara Fitzgerald,Legend,Tom Hardy,Paul Anderson,Brian Helgeland,Legend,Biography|Crime|Drama|History|Thriller,3,1,1,1,7.0,2,9,2015,4,3,3,1
178,304,200505,28831145,466.0,14000.0,2.35,6.8,25000000.0,2014.0,113.0,109.0,14.17009,1.0,3000.0,39357.0,159.0,110.0,28831145.0,425.0,148.0,3757.0,6.5,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Lionsgate"", ""id"": 1632}]",2014-04-11,Draft Day,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",Color,en,"[{""id"": 6075, ""name"": ""sport""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",R,USA,English,http://www.imdb.com/title/tt2223990/?ref_=fn_tt_tt_1,cleveland browns|head coach|linebacker|nfl|team owner,Patrick St. Esprit,Draft Day,Jennifer Garner,Chi McBride,Ivan Reitman,Draft Day,Drama|Sport,3,1,0,1,9.0,4,4,2014,2,2,1,1
179,378,293646,24902723,499.0,0.0,2.35,6.9,26000000.0,2015.0,56.0,120.0,10.699952,7.0,562.0,21098.0,120.0,127.0,12188642.0,36.0,399.0,2230.0,6.0,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Fabula"", ""id"": 24459}, {""name"": ""Half Circle"", ""id"": 60255}]",2015-08-06,The 33,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CL"", ""name"": ""Chile""}]","Based on a true story about the collapse at the mine in San Jose, Chile that  left 33 miners isolated underground for 69 days.",Color,en,"[{""id"": 6015, ""name"": ""mining""}, {""id"": 6460, ""name"": ""chile""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 209339, ""name"": ""mining accident""}]",PG-13,Chile,English,http://www.imdb.com/title/tt2006295/?ref_=fn_tt_tt_1,disaster movie|mine|minister|president|trapped in a mine,Jacob Vargas,The 33,Marco Treviño,James Brolin,Patricia Riggen,The 33,Biography|Drama|History,3,1,0,1,3.0,3,8,2015,6,4,2,2
180,26,242166,0,535.0,437.0,,4.1,25000000.0,2014.0,11.0,100.0,3.344158,0.0,668.0,1084.0,7.0,100.0,,535.0,399.0,2204.0,4.1,"[{""name"": ""Aldamisa Entertainment"", ""id"": 11006}, {""name"": ""MVP Films"", ""id"": 37580}, {""name"": ""Invest Capital Film Group"", ""id"": 37831}, {""name"": ""Live Screen Pictures"", ""id"": 37832}]",2014-03-12,Red Sky,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","Disgraced Top Gun fighter pilot Butch Masters leads a rogue squad in recovery of a WMD. Masters must navigate a fractured friendship, a love triangle, and must take to the skies to reclaim his military and personal honor.",,en,"[{""id"": 128, ""name"": ""love triangle""}, {""id"": 539, ""name"": ""middle east""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2534, ""name"": ""missile""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 9812, ""name"": ""honor""}, {""id"": 10085, ""name"": ""betrayal""}, {""id"": 10364, ""name"": ""mission""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10563, ""name"": ""attack""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 18543, ""name"": ""combat""}, {""id"": 155333, ""name"": ""jet""}, {""id"": 162365, ""name"": ""military""}, {""id"": 186447, ""name"": ""rogue""}, {""id"": 201164, ""name"": ""squad""}, {""id"": 208456, ""name"": ""wmd""}, {""id"": 208457, ""name"": ""dog fight""}]",PG-13,USA,English,http://www.imdb.com/title/tt1946381/?ref_=fn_tt_tt_1,exploding airplane|fighter pilot|hands tied|held at gunpoint|military,Jacob Vargas,Red Sky,Martin Kove,Mario Van Peebles,Mario Van Peebles,Red Sky,Action|Thriller,3,1,0,1,2.0,2,3,2014,19,4,2,1
181,431,256917,15520023,468.0,18000.0,2.35,7.1,22500000.0,2014.0,185.0,112.0,22.096286,0.0,523.0,53341.0,183.0,111.0,4190530.0,0.0,234.0,1795.0,6.8,"[{""name"": ""Hopscotch Features"", ""id"": 21079}, {""name"": ""Fear of God Films"", ""id"": 40309}]",2014-12-25,The Water Diviner,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","In 1919, Australian farmer Joshua Connor travels to Turkey to discover the fate of his three sons, reported missing in action. Holding on to hope, Joshua must travel across the war-torn landscape to find the truth and his own peace.",Color,en,"[{""id"": 1847, ""name"": ""istanbul""}, {""id"": 5657, ""name"": ""australia""}, {""id"": 11007, ""name"": ""post world war i""}, {""id"": 154846, ""name"": ""farmer""}, {""id"": 173265, ""name"": ""missing in action""}, {""id"": 213295, ""name"": ""missing son""}, {""id"": 213299, ""name"": ""gallipoli campaign""}, {""id"": 228523, ""name"": ""inspired by true events""}]",R,Australia,English,http://www.imdb.com/title/tt3007512/?ref_=fn_tt_tt_1,australian|battle|battle of gallipoli|gallipoli|world war one,Steve Bastoni,The Water Diviner,Cem Yilmaz,Ryan Corr,Russell Crowe,The Water Diviner,Drama|War,3,1,1,1,12.0,3,12,2014,8,2,2,4
182,508,228194,88880821,201.0,55000.0,2.35,7.3,22000000.0,2014.0,185.0,122.0,27.898438,3.0,820.0,52894.0,180.0,122.0,54235441.0,529.0,171.0,1484.0,7.3,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Harpo Films"", ""id"": 3298}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""DreamWorks Studios"", ""id"": 31893}]",2014-08-06,The Hundred-Foot Journey,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}]",A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.,Color,en,"[{""id"": 254, ""name"": ""france""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 958, ""name"": ""indian lead""}, {""id"": 1946, ""name"": ""restaurant""}, {""id"": 18035, ""name"": ""family""}]",PG,USA,English,http://www.imdb.com/title/tt2980648/?ref_=fn_tt_tt_1,chef|haute cuisine|indian cuisine|michelin guide|restaurant,Juhi Chawla,The Hundred-Foot Journey,Manish Dayal,Charlotte Le Bon,Lasse Hallström,The Hundred-Foot Journey,Comedy|Drama,3,1,0,1,8.0,2,8,2014,5,7,3,3
183,83,235260,67800064,134.0,15000.0,2.35,5.6,22000000.0,2014.0,174.0,138.0,9.175761999999999,1.0,329.0,15448.0,61.0,170.0,59696176.0,25.0,55.0,775.0,5.9,"[{""name"": ""Hearst Entertainment Productions"", ""id"": 7483}, {""name"": ""LightWorkers Media"", ""id"": 23920}]",2014-02-28,Son of God,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","The life story of Jesus is told from his humble birth through his teachings, crucifixion and ultimate resurrection.",Color,en,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 6506, ""name"": ""resurrection""}]",PG-13,USA,English,http://www.imdb.com/title/tt3210686/?ref_=fn_tt_tt_1,bare chested male bondage|crucifixion|loincloth|reference to god|resurrection,Darwin Shaw,Son of God,Roma Downey,Amber Rose Revah,Christopher Spencer,Son of God,Biography|Drama|History,3,1,0,1,4.0,4,2,2014,2,2,1,2
184,160,205588,9930095,104.0,0.0,2.35,6.4,,2016.0,21.0,108.0,10.547959,2.0,150.0,2587.0,134.0,108.0,3108216.0,24.0,100.0,540.0,6.0,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}, {""name"": ""The Ink Factory"", ""id"": 28275}, {""name"": ""Potboiler Productions"", ""id"": 36615}, {""name"": ""Amazon Prime Instant Video"", ""id"": 58773}]",2016-05-05,Our Kind of Traitor,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]","A young Oxford academic and his attorney girlfriend holiday on Antigua. They bump into a Russian millionaire who owns a peninsula and a diamond watch. He wants a game of tennis. What else he wants propels the lovers on a tortuous journey to the City of London and its unholy alliance with Britain's intelligence establishment, to Paris and the Alps.",Color,en,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 187056, ""name"": ""woman director""}]",R,UK,English,http://www.imdb.com/title/tt1995390/?ref_=fn_tt_tt_1,based on novel|male frontal nudity|male nudity|male rear nudity,Grigoriy Dobrygin,Our Kind of Traitor,Radivoje Bukvic,Pawel Szajda,Susanna White,Our Kind of Traitor,Thriller,3,1,0,1,7.0,3,5,2016,2,6,2,3
185,1309,270487,63647656,17000.0,23000.0,1.85,6.4,22000000.0,2016.0,302.0,106.0,39.006187,5.0,19000.0,60926.0,423.0,106.0,29997095.0,1000.0,1000.0,38494.0,5.7,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Mike Zoss Productions"", ""id"": 2092}, {""name"": ""Working Title Films"", ""id"": 10163}]",2016-02-05,"Hail, Caesar!","[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming.",Color,en,"[{""id"": 736, ""name"": ""journalist""}, {""id"": 977, ""name"": ""cat""}, {""id"": 1336, ""name"": ""ransom""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 5049, ""name"": ""ancient rome""}, {""id"": 9732, ""name"": ""movie in movie""}, {""id"": 12396, ""name"": ""hollywood""}, {""id"": 15060, ""name"": ""period drama""}]",PG-13,UK,English,http://www.imdb.com/title/tt0475290/?ref_=fn_tt_tt_1,50s|film within a film|hollywood|illegitimate pregnancy|twins,Alden Ehrenreich,"Hail, Caesar!",Scarlett Johansson,Channing Tatum,Ethan Coen,"Hail, Caesar!",Comedy|Mystery,3,1,1,1,3.0,4,2,2016,8,3,1,1
186,559,287948,72629670,173.0,0.0,2.35,5.1,25000000.0,2015.0,121.0,96.0,25.002715,0.0,805.0,26767.0,148.0,96.0,16027866.0,11.0,150.0,1411.0,5.2,"[{""name"": ""EuropaCorp"", ""id"": 6896}]",2015-09-03,The Transporter Refueled,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]","The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father.",Color,en,"[{""id"": 396, ""name"": ""transporter""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 33885, ""name"": ""car""}, {""id"": 191845, ""name"": ""bank heist""}, {""id"": 210313, ""name"": ""action""}]",PG-13,France,English,http://www.imdb.com/title/tt2938956/?ref_=fn_tt_tt_1,airfield|car|car stunt|driver|private jet,Radivoje Bukvic,The Transporter Refueled,Ed Skrein,Noémie Lenoir,Camille Delamarre,The Transporter Refueled,Action|Crime|Thriller,3,1,1,1,2.0,3,9,2015,6,1,3,1
187,659,204922,15447154,257.0,11000.0,2.35,6.3,22000000.0,2014.0,105.0,92.0,48.784734,1.0,14000.0,48873.0,149.0,92.0,2963012.0,17.0,231.0,14617.0,6.2,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Film i V\u00e4st"", ""id"": 17513}, {""name"": ""Filmgate Films"", ""id"": 18230}, {""name"": ""Clarius Entertainment"", ""id"": 36991}]",2014-09-03,Before I Go to Sleep,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""SE"", ""name"": ""Sweden""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]","A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.",Color,en,"[{""id"": 1453, ""name"": ""amnesia""}, {""id"": 2726, ""name"": ""therapist""}, {""id"": 2879, ""name"": ""aggression""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 187844, ""name"": ""flashback""}]",R,UK,English,http://www.imdb.com/title/tt1726592/?ref_=fn_tt_tt_1,amnesia|female nudity|infidelity|nudity|therapist,Anne-Marie Duff,Before I Go to Sleep,Colin Firth,Ben Crompton,Rowan Joffe,Before I Go to Sleep,Drama|Mystery|Thriller,3,1,0,1,4.0,2,9,2014,5,6,3,1
188,2562,296096,207945075,10000.0,51000.0,2.35,7.6,20000000.0,2016.0,130.0,110.0,53.161905000000004,0.0,11000.0,44723.0,151.0,110.0,56154094.0,17.0,418.0,21852.0,7.6,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2016-06-02,Me Before You,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",Color,en,"[{""id"": 392, ""name"": ""england""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 894, ""name"": ""depression""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 10241, ""name"": ""caretaker""}, {""id"": 155209, ""name"": ""caregiver""}, {""id"": 158558, ""name"": ""disabled""}, {""id"": 169152, ""name"": ""twenty something""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 191100, ""name"": ""romantic drama""}, {""id"": 207443, ""name"": ""dead end job""}, {""id"": 207819, ""name"": ""accident""}]",PG-13,UK,English,http://www.imdb.com/title/tt2674426/?ref_=fn_tt_tt_1,accident|caretaker|economic hardship|quadriplegic|wheelchair,Brendan Coyle,Me Before You,Sam Claflin,Emilia Clarke,Thea Sharrock,Me Before You,Drama|Romance,3,1,1,1,1.0,3,6,2016,13,3,1,1
189,817,273895,66787908,1000.0,22000.0,2.35,7.5,20000000.0,2014.0,212.0,127.0,29.023184000000004,0.0,1000.0,61114.0,364.0,128.0,52066000.0,151.0,852.0,3869.0,7.4,"[{""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Harpo Films"", ""id"": 3298}, {""name"": ""Celador Films"", ""id"": 3573}, {""name"": ""Cloud Eight Films"", ""id"": 6708}, {""name"": ""Path\u00e9"", ""id"": 7981}]",2014-12-25,Selma,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","""Selma,"" as in Alabama, the place where segregation in the South was at its worst, leading to a march that ended in violence, forcing a famous statement by President Lyndon B. Johnson that ultimately led to the signing of the Civil Rights Act.",Color,en,"[{""id"": 2075, ""name"": ""alabama""}, {""id"": 5835, ""name"": ""martin luther king""}, {""id"": 8570, ""name"": ""president""}, {""id"": 11243, ""name"": ""black american""}, {""id"": 163116, ""name"": ""civil rights""}, {""id"": 186576, ""name"": ""protest march""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 204836, ""name"": ""selma""}]",PG-13,UK,English,http://www.imdb.com/title/tt1020072/?ref_=fn_tt_tt_1,civil rights|courage|protest|selma alabama|u.s. politics,Oprah Winfrey,Selma,David Oyelowo,Tom Wilkinson,Ava DuVernay,Selma,Biography|Drama|History,3,1,0,1,6.0,3,12,2014,8,5,2,1
190,276,272878,43967255,465.0,33000.0,2.35,6.8,20000000.0,2015.0,87.0,111.0,14.136476000000002,0.0,1000.0,18915.0,61.0,111.0,42652003.0,132.0,455.0,2851.0,6.8,"[{""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Reel Chefs Catering"", ""id"": 83397}]",2015-06-26,Max,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",A dog that helped soldiers in Afghanistan returns to the U.S. and is adopted by his handler's family after suffering a traumatic experience.,Color,en,"[{""id"": 3541, ""name"": ""afghanistan""}, {""id"": 6091, ""name"": ""war""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10085, ""name"": ""betrayal""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 172291, ""name"": ""grieving""}]",PG,USA,English,http://www.imdb.com/title/tt3369806/?ref_=fn_tt_tt_1,afghanistan|death of marine|dog|dog adoption|man dog relationship,Edgar Arreola,Max,Jay Hernandez,Joseph Julian Soria,Boaz Yakin,Max,Adventure|Family,3,1,0,1,4.0,4,6,2015,7,4,1,1
191,2686,314365,88346473,168.0,80000.0,1.85,8.1,20000000.0,2015.0,409.0,128.0,41.503588,2.0,745.0,195333.0,474.0,128.0,44988180.0,310.0,77.0,1058.0,7.8,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Rocklin / Faust"", ""id"": 42421}, {""name"": ""First Look Media"", ""id"": 75807}]",2015-11-06,Spotlight,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","The true story of how The Boston Globe uncovered the massive scandal of child abuse and the cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Color,en,"[{""id"": 516, ""name"": ""child abuse""}, {""id"": 917, ""name"": ""journalism""}, {""id"": 934, ""name"": ""judge""}, {""id"": 1196, ""name"": ""florida""}, {""id"": 1680, ""name"": ""boston""}, {""id"": 2337, ""name"": ""pedophilia""}, {""id"": 6148, ""name"": ""court""}, {""id"": 9665, ""name"": ""cover-up""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 18396, ""name"": ""catholic""}, {""id"": 157008, ""name"": ""catholic church""}, {""id"": 161207, ""name"": ""catholicism""}, {""id"": 161304, ""name"": ""september 11 2001""}, {""id"": 195240, ""name"": ""investigative journalism""}, {""id"": 204357, ""name"": ""cardinal""}, {""id"": 207317, ""name"": ""christmas""}]",R,USA,English,http://www.imdb.com/title/tt1895587/?ref_=fn_tt_tt_1,cover up|investigation|journalist|newspaper|sexual abuse,Brian d'Arcy James,Spotlight,Billy Crudup,Jamey Sheridan,Tom McCarthy,Spotlight,Biography|Crime|Drama|History,3,1,1,1,6.0,4,11,2015,17,5,2,1
192,505,239678,41296320,1000.0,14000.0,2.35,6.6,19800000.0,2014.0,145.0,103.0,20.311684,8.0,2000.0,54242.0,156.0,103.0,34290142.0,189.0,949.0,4662.0,6.5,"[{""name"": ""Spring Creek Productions"", ""id"": 705}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}, {""name"": ""Warner Bros."", ""id"": 6194}]",2014-09-10,This Is Where I Leave You,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.",Color,en,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 10201, ""name"": ""death of father""}, {""id"": 14647, ""name"": ""man child""}, {""id"": 18035, ""name"": ""family""}, {""id"": 159103, ""name"": ""mourning""}, {""id"": 172291, ""name"": ""grieving""}]",R,USA,English,http://www.imdb.com/title/tt1371150/?ref_=fn_tt_tt_1,brother sister relationship|childhood home|man child|sibling|vomiting,Jane Fonda,This Is Where I Leave You,Tina Fey,Abigail Spencer,Shawn Levy,This Is Where I Leave You,Comedy|Drama,3,1,0,1,4.0,2,9,2014,8,3,1,1
